# This file contains frame element data, the format is:
# sprite x y flipped next
1576 -43 -29 n 5263
1006 10 -86 n 5264
1005 -25 -67 n 5265
1083 -38 -52 n 0
1700 -16 -50 f 5267
1701 -48 -37 f 5268
1575 7 -48 f 5269
1575 -22 -38 n 5270
1576 -43 -29 n 5271
1007 12 -83 n 5272
1006 -26 -72 n 5273
1084 -39 -49 n 0
1700 -16 -50 f 5275
1701 -48 -37 f 5276
1575 7 -48 f 5277
1575 -22 -38 n 5278
1576 -43 -29 n 5279
1008 12 -78 n 5280
1007 -25 -69 n 5281
1081 -37 -50 n 0
1700 -46 -50 n 5283
1701 -14 -37 n 5284
1576 -26 -47 n 5285
1575 1 -39 f 5286
1576 18 -19 f 5287
1005 -20 -89 n 5288
1007 17 -68 n 0
1700 -46 -50 n 5290
1701 -14 -37 n 5291
1576 -26 -47 n 5292
1575 1 -39 f 5293
1576 18 -19 f 5294
1006 -21 -94 n 5295
1008 17 -63 n 0
1700 -46 -50 n 5297
1701 -14 -37 n 5298
1576 -26 -47 n 5299
1575 1 -39 f 5300
1576 18 -19 f 5301
1007 -19 -91 n 5302
1005 16 -66 n 0
1700 -46 -50 n 5304
1701 -14 -37 n 5305
1576 -26 -47 n 5306
1575 1 -39 f 5307
1576 18 -19 f 5308
1008 -18 -86 n 5309
1006 15 -71 n 0
1699 -19 -52 n 5311
1698 -51 -36 n 5312
1575 -11 -51 n 5313
1576 -33 -33 n 5314
1576 13 -45 n 0
1699 -44 -52 f 5316
1698 -12 -36 f 5317
1575 -9 -42 f 5318
1576 -33 -50 f 5319
1576 13 -32 f 0
1700 -16 -50 f 5321
1701 -48 -37 f 5322
1575 7 -48 f 5323
1575 -22 -38 n 5324
1576 -43 -29 n 0
1700 -46 -50 n 5326
1701 -14 -37 n 5327
1576 -26 -47 n 5328
1575 1 -39 f 5329
1576 18 -19 f 0
1695 -25 -46 n 5331
1694 -57 -33 n 5332
1559 -32 -33 n 5333
1033 -18 -32 n 0
1695 -25 -46 n 5335
1694 -57 -33 n 5336
1559 -32 -33 n 5337
1032 -17 -32 f 0
1695 -25 -46 n 5339
1694 -57 -33 n 5340
1559 -32 -33 n 5341
1035 -20 -32 f 0
1695 -25 -46 n 5343
1694 -57 -33 n 5344
1559 -32 -33 n 5345
1032 -20 -32 n 0
1695 -38 -47 f 5347
1694 -6 -34 f 5348
1559 1 -34 f 5349
1033 4 -33 n 0
1695 -38 -47 f 5351
1694 -6 -34 f 5352
1559 1 -34 f 5353
1032 5 -33 f 0
1695 -38 -47 f 5355
1694 -6 -34 f 5356
1559 1 -34 f 5357
1035 5 -33 n 0
1695 -38 -47 f 5359
1694 -6 -34 f 5360
1559 1 -34 f 5361
1032 2 -33 n 0
1696 -14 -39 f 5363
1697 -46 -37 f 5364
1036 14 -35 f 5365
1037 -3 -42 f 5366
1032 -4 -37 n 0
1696 -14 -39 f 5368
1697 -46 -37 f 5369
1036 14 -35 f 5370
1037 -3 -42 f 5371
1033 -2 -37 n 0
1696 -14 -39 f 5373
1697 -46 -37 f 5374
1036 14 -35 f 5375
1037 -3 -42 f 5376
1032 -1 -37 f 0
1696 -14 -39 f 5378
1697 -46 -37 f 5379
1036 14 -35 f 5380
1037 -3 -42 f 5381
1035 -1 -37 n 0
1696 -47 -39 n 5383
1697 -15 -37 n 5384
1037 -10 -42 n 5385
1036 -25 -35 n 5386
1035 -9 -37 n 0
1696 -47 -39 n 5388
1697 -15 -37 n 5389
1037 -10 -42 n 5390
1036 -25 -35 n 5391
1032 -12 -37 n 0
1696 -47 -39 n 5393
1697 -15 -37 n 5394
1037 -10 -42 n 5395
1036 -25 -35 n 5396
1033 -10 -37 n 0
1696 -47 -39 n 5398
1697 -15 -37 n 5399
1037 -10 -42 n 5400
1036 -25 -35 n 5401
1032 -9 -37 f 0
1695 -25 -46 n 5403
1694 -57 -33 n 5404
1598 -35 -18 n 5405
1552 -25 -31 n 5406
1576 -9 -46 f 5407
1005 0 -90 n 5408
1008 -18 -61 n 0
1695 -25 -46 n 5410
1694 -57 -33 n 5411
1598 -35 -18 n 5412
1552 -25 -31 n 5413
1576 -9 -46 f 5414
1006 -2 -95 n 5415
1005 -19 -64 n 0
1695 -25 -46 n 5417
1694 -57 -33 n 5418
1598 -35 -18 n 5419
1552 -25 -31 n 5420
1576 -9 -46 f 5421
1007 0 -92 n 5422
1006 -20 -69 n 0
1695 -25 -46 n 5424
1694 -57 -33 n 5425
1598 -35 -18 n 5426
1552 -25 -31 n 5427
1576 -9 -46 f 5428
1008 0 -87 n 5429
1007 -19 -66 n 0
1695 -38 -47 f 5431
1694 -6 -34 f 5432
1598 6 -16 f 5433
1552 0 -32 f 5434
1576 -30 -43 n 5435
1007 -20 -89 n 5436
1008 8 -59 n 5437
1082 -10 -53 n 0
1695 -38 -47 f 5439
1694 -6 -34 f 5440
1598 6 -16 f 5441
1552 0 -32 f 5442
1576 -30 -43 n 5443
1008 -20 -84 n 5444
1005 8 -62 n 5445
1083 -10 -53 n 0
1695 -38 -47 f 5447
1694 -6 -34 f 5448
1598 6 -16 f 5449
1552 0 -32 f 5450
1576 -30 -43 n 5451
1005 -21 -87 n 5452
1006 7 -67 n 5453
1084 -10 -50 n 0
1695 -38 -47 f 5455
1694 -6 -34 f 5456
1598 6 -16 f 5457
1552 0 -32 f 5458
1576 -30 -43 n 5459
1006 -23 -92 n 5460
1007 8 -64 n 5461
1081 -9 -51 n 0
1696 -15 -39 f 5463
1697 -47 -37 f 5464
1576 -20 -31 f 5465
1598 -34 -15 n 5466
1552 -7 -40 f 5467
1005 0 -75 n 5468
1083 -28 -58 n 0
1696 -15 -39 f 5470
1697 -47 -37 f 5471
1576 -20 -31 f 5472
1598 -34 -15 n 5473
1552 -7 -40 f 5474
1006 -1 -80 n 5475
1082 -28 -58 n 0
1696 -15 -39 f 5477
1697 -47 -37 f 5478
1576 -20 -31 f 5479
1598 -34 -15 n 5480
1552 -7 -40 f 5481
1007 1 -77 n 5482
1081 -27 -56 n 0
1696 -15 -39 f 5484
1697 -47 -37 f 5485
1576 -20 -31 f 5486
1598 -34 -15 n 5487
1552 -7 -40 f 5488
1008 1 -72 n 5489
1082 -28 -58 n 0
1696 -47 -39 n 5491
1697 -15 -37 n 5492
1552 -26 -39 n 5493
1576 -6 -25 n 5494
1598 6 -14 f 5495
1008 -16 -66 n 5496
1082 14 -46 n 0
1696 -47 -39 n 5498
1697 -15 -37 n 5499
1552 -26 -39 n 5500
1576 -6 -25 n 5501
1598 6 -14 f 5502
1005 -17 -69 n 5503
1083 14 -46 n 0
1696 -47 -39 n 5505
1697 -15 -37 n 5506
1552 -26 -39 n 5507
1576 -6 -25 n 5508
1598 6 -14 f 5509
1006 -18 -74 n 5510
1084 14 -43 n 0
1696 -47 -39 n 5512
1697 -15 -37 n 5513
1552 -26 -39 n 5514
1576 -6 -25 n 5515
1598 6 -14 f 5516
1007 -17 -71 n 5517
1081 15 -44 n 0
1695 -25 -46 n 5519
1694 -57 -33 n 5520
1598 -35 -18 n 5521
1552 -25 -31 n 5522
1576 -9 -46 f 0
1695 -38 -47 f 5524
1694 -6 -34 f 5525
1598 6 -16 f 5526
1552 0 -32 f 5527
1576 -30 -43 n 0
1696 -15 -39 f 5529
1697 -47 -37 f 5530
1576 -20 -31 f 5531
1598 -34 -15 n 5532
1552 -7 -40 f 0
1696 -47 -39 n 5534
1697 -15 -37 n 5535
1552 -26 -39 n 5536
1576 -6 -25 n 5537
1598 6 -14 f 0
977 -8 -15 n 0
977 -6 -15 f 0
1558 -18 -15 n 0
1558 -12 -15 f 0
978 -8 -15 n 0
979 -8 -15 n 0
980 -8 -15 n 0
981 -8 -15 n 0
978 -6 -15 f 0
979 -6 -15 f 0
980 -6 -15 f 0
981 -6 -15 f 0
981 -8 -15 n 0
981 -6 -15 f 0
1573 -15 -14 n 5553
1571 -12 -52 n 0
1590 -14 -14 n 5555
1005 -6 -67 n 0
1590 -14 -14 n 5557
1006 -7 -72 f 5558
997 -15 -81 f 0
1590 -14 -14 n 5560
1007 -8 -69 f 0
1590 -14 -14 n 5562
1008 -8 -64 f 0
1590 -14 -14 n 5564
1592 -14 -31 n 0
1034 -8 -15 n 0
836 -8 -16 n 0
836 -8 -16 n 5568
1081 -6 -49 n 0
836 -8 -16 n 5570
1082 -7 -51 n 0
836 -8 -16 n 5572
1083 -7 -51 n 0
836 -8 -16 n 5574
1084 -7 -48 n 0
1723 -30 -64 n 0
1723 -30 -64 n 5577
1584 -12 -51 n 0
1723 -30 -64 n 5579
1585 -12 -51 n 0
1727 -30 -64 n 5581
879 0 -36 n 0
1727 -30 -64 n 5583
1553 -10 -40 n 0
1727 -30 -64 n 5585
1741 -31 -42 n 0
1727 -30 -64 n 5587
1741 -31 -42 n 5588
1762 -36 -59 n 0
1727 -30 -64 n 5590
1741 -31 -42 n 5591
1761 -33 -59 n 0
1727 -30 -64 n 5593
1741 -31 -42 n 5594
1760 -31 -59 n 0
1727 -30 -64 n 5596
1741 -31 -42 n 5597
1761 -33 -49 n 0
1727 -30 -64 n 5599
1741 -31 -42 n 5600
1762 -36 -37 n 0
1724 -30 -64 n 0
1724 -30 -64 n 10485
1726 -30 -64 n 5604
1729 -29 -42 n 0
0 0 0 n 0
1726 -30 -64 n 5607
1730 -27 -42 n 0
0 0 0 n 0
1726 -30 -64 n 5610
1731 -22 -42 n 0
1726 -30 -64 n 5612
1732 -25 -42 n 0
1726 -30 -64 n 5614
1733 -24 -42 n 0
1726 -30 -64 n 5616
1734 -25 -42 n 0
1726 -30 -64 n 5618
1735 -31 -42 n 0
1726 -30 -64 n 5620
1738 -31 -42 n 0
1726 -30 -64 n 5622
1738 -31 -42 n 5623
1739 -30 -43 n 0
1725 -30 -64 n 5625
1586 -17 -46 n 0
1725 -30 -64 n 5627
1587 -12 -42 n 0
1725 -30 -64 n 5629
909 -6 -43 n 0
1725 -30 -64 n 5631
1588 -12 -46 n 0
1728 -30 -64 n 0
1727 -30 -64 n 5634
1736 -29 -45 n 5635
831 -25 -35 n 0
1727 -30 -64 n 5637
1560 -5 -35 n 5638
831 -25 -35 n 5639
832 -15 -30 n 5640
905 -9 -13 n 0
1727 -30 -64 n 5642
904 15 -37 n 5643
831 -25 -35 n 5644
832 -15 -30 n 5645
833 -4 -24 n 5646
906 -7 -14 n 0
1727 -30 -64 n 5648
904 15 -33 n 5649
831 -25 -35 n 5650
832 -15 -30 n 5651
833 -4 -24 n 5652
834 4 -21 n 5653
907 -8 -15 n 0
1727 -30 -64 n 5655
904 15 -33 n 5656
831 -25 -35 n 5657
832 -15 -30 n 5658
833 -4 -24 n 5659
834 4 -21 n 5660
835 13 -13 n 5661
908 -8 -16 n 0
1727 -30 -64 n 5663
904 15 -33 n 0
1725 -33 -63 f 5665
1557 -16 -26 n 5666
1586 -14 -45 f 0
1725 -33 -63 f 5668
1557 -16 -26 n 5669
1587 -18 -42 f 0
1725 -33 -63 f 5671
1557 -16 -26 n 5672
909 -8 -42 f 0
1725 -33 -63 f 5674
1557 -16 -26 n 5675
1588 -18 -46 f 0
1728 -33 -63 f 0
1727 -33 -63 f 5678
1736 -32 -42 f 5679
914 -30 -14 n 0
1727 -33 -63 f 5681
1560 -6 -42 f 5682
914 -30 -14 n 5683
915 -18 -19 n 5684
910 -8 -11 n 0
1727 -33 -63 f 5686
904 5 -46 f 5687
914 -30 -14 n 5688
915 -18 -19 n 5689
916 -9 -21 n 5690
911 -8 -12 n 0
1727 -33 -63 f 5692
904 5 -46 f 5693
914 -30 -14 n 5694
915 -18 -19 n 5695
916 -9 -21 n 5696
917 0 -29 n 5697
912 -10 -12 n 0
1727 -33 -63 f 5699
904 5 -46 f 5700
914 -30 -14 n 5701
915 -18 -19 n 5702
916 -9 -21 n 5703
917 0 -29 n 5704
918 9 -33 n 5705
913 -8 -14 n 0
1727 -33 -63 f 5707
904 5 -46 f 0
1745 -30 -64 n 0
1746 -30 -64 n 0
1747 -30 -64 n 0
1745 -33 -63 f 0
1746 -33 -63 f 0
1747 -33 -63 f 0
1038 -8 -9 f 0
1039 -6 -9 f 0
1039 -7 -9 n 0
1583 -19 -40 f 0
1583 -10 -40 n 0
1578 -19 -37 f 5720
1081 -16 -57 n 5721
1082 1 -66 n 0
1578 -19 -37 f 5723
1082 -17 -59 n 5724
1083 1 -66 n 0
1578 -19 -37 f 5726
1083 -17 -59 n 5727
1084 0 -63 n 0
1578 -19 -37 f 5729
1084 -18 -56 n 5730
1081 2 -64 n 0
1578 -10 -37 n 5732
1083 -12 -59 n 5733
1081 6 -65 n 0
1578 -10 -37 n 5735
1084 -12 -56 n 5736
1082 5 -67 n 0
1578 -10 -37 n 5738
1081 -11 -57 n 5739
1083 5 -67 n 0
1578 -10 -37 n 5741
1082 -12 -59 n 5742
1084 4 -64 n 0
1578 -19 -37 f 0
1578 -10 -37 n 0
433 -8 -16 f 5746
95 -8 -24 f 5747
4 -8 -30 f 5748
714 -9 0 f 0
438 -7 -15 n 5750
100 -8 -23 n 5751
5 -7 -30 n 5752
714 -9 0 f 0
433 -7 -16 n 5754
95 -7 -24 n 5755
4 -7 -30 n 5756
714 -9 0 f 0
429 -7 -14 n 5758
89 -7 -23 n 5759
3 -7 -30 n 5760
714 -9 0 f 0
427 -8 -15 n 5762
85 -8 -24 n 5763
2 -8 -30 n 5764
714 -9 0 f 0
422 -9 -16 n 5766
1 -9 -30 n 5767
84 -8 -23 f 5768
714 -9 0 f 0
427 -9 -15 f 5770
87 -9 -24 f 5771
2 -9 -30 f 5772
714 -9 0 f 0
429 -9 -14 f 5774
91 -10 -23 f 5775
3 -10 -30 f 5776
714 -10 0 f 0
93 -9 -24 f 5778
4 -9 -30 f 5779
433 -8 -16 f 5780
714 -6 0 n 0
4 -9 -29 f 5782
94 -9 -23 f 5783
434 -8 -15 f 5784
714 -10 0 n 5785
714 -3 -2 n 5786
714 -6 -1 n 0
4 -9 -30 f 5788
95 -9 -24 f 5789
435 -9 -15 f 5790
714 -7 0 n 0
4 -9 -29 f 5792
96 -9 -23 f 5793
436 -8 -14 f 5794
714 -11 0 n 5795
714 -3 -1 n 0
437 -7 -14 n 5797
97 -7 -23 n 5798
5 -7 -29 n 5799
714 -9 0 f 0
438 -7 -15 n 5801
98 -7 -24 n 5802
5 -7 -30 n 5803
714 -10 0 f 0
439 -8 -14 n 5805
99 -8 -23 n 5806
5 -7 -29 n 5807
714 -9 0 f 0
440 -8 -15 n 5809
100 -8 -24 n 5810
5 -7 -30 n 5811
714 -8 0 f 0
433 -8 -16 n 5813
93 -8 -24 n 5814
4 -8 -30 n 5815
714 -11 0 f 0
434 -8 -15 n 5817
94 -8 -23 n 5818
4 -8 -29 n 5819
714 -8 0 f 5820
714 -11 -1 f 5821
714 -13 -2 f 0
435 -8 -16 n 5823
95 -8 -24 n 5824
4 -8 -30 n 5825
714 -10 0 f 0
436 -8 -14 n 5827
96 -8 -23 n 5828
4 -8 -29 n 5829
714 -6 0 f 5830
714 -14 -1 f 0
429 -8 -14 n 5832
89 -8 -23 n 5833
3 -8 -30 n 5834
714 -12 0 f 0
430 -8 -13 n 5836
90 -8 -22 n 5837
3 -8 -29 n 5838
714 -13 0 f 5839
714 -6 0 f 0
91 -8 -23 n 5841
3 -8 -30 n 5842
714 -11 0 f 5843
431 -8 -14 n 0
432 -8 -13 n 5845
92 -8 -22 n 5846
3 -8 -29 n 5847
714 -13 0 f 5848
714 -6 0 f 0
425 -8 -14 n 5850
85 -8 -23 n 5851
2 -8 -29 n 5852
714 -11 0 f 0
426 -8 -14 n 5854
86 -8 -22 n 5855
2 -8 -28 n 5856
714 -13 0 f 5857
714 -7 0 f 0
427 -8 -15 n 5859
87 -8 -23 n 5860
2 -8 -29 n 5861
714 -11 0 f 0
428 -8 -14 n 5863
88 -8 -22 n 5864
2 -8 -28 n 5865
714 -11 0 f 5866
714 -8 -1 f 0
421 -8 -15 n 5868
81 -8 -23 n 5869
1 -8 -29 n 5870
714 -10 0 f 0
422 -8 -16 n 5872
82 -8 -23 n 5873
1 -8 -30 n 5874
714 -9 0 f 0
423 -8 -15 n 5876
83 -8 -23 n 5877
1 -8 -29 n 5878
714 -10 0 f 0
424 -8 -16 n 5880
84 -8 -23 n 5881
1 -8 -30 n 5882
714 -11 0 f 0
425 -8 -14 f 5884
85 -8 -23 f 5885
2 -8 -29 f 5886
714 -10 0 f 0
426 -8 -14 f 5888
86 -8 -22 f 5889
2 -8 -28 f 5890
714 -14 0 f 5891
714 -8 0 f 0
427 -8 -15 f 5893
87 -8 -23 f 5894
2 -8 -29 f 5895
714 -9 0 f 0
428 -8 -14 f 5897
88 -8 -22 f 5898
2 -8 -28 f 5899
714 -9 0 f 5900
714 -11 -1 f 0
429 -8 -14 f 5902
89 -8 -23 f 5903
3 -8 -30 f 5904
714 -9 0 f 0
430 -8 -13 f 5906
90 -8 -22 f 5907
3 -8 -29 f 5908
714 -14 0 f 5909
714 -8 0 f 0
431 -8 -14 f 5911
91 -8 -23 f 5912
3 -8 -30 f 5913
714 -10 0 f 0
432 -8 -13 f 5915
92 -8 -22 f 5916
3 -8 -29 f 5917
714 -7 0 f 5918
714 -14 0 f 0
433 -8 -16 f 5920
4 -8 -30 f 5921
714 -9 0 f 5922
468 -9 -24 f 0
438 -7 -15 n 5924
5 -7 -30 n 5925
714 -9 0 f 5926
473 -5 -23 n 0
433 -7 -16 n 5928
4 -7 -30 n 5929
714 -9 0 f 5930
468 -6 -24 n 0
429 -7 -14 n 5932
3 -7 -30 n 5933
714 -9 0 f 5934
466 -3 -22 n 0
427 -8 -15 n 5936
2 -9 -30 n 5937
714 -9 0 f 5938
461 -7 -24 n 0
422 -9 -16 n 5940
1 -9 -30 n 5941
714 -9 0 f 5942
460 -9 -23 n 0
427 -9 -15 f 5944
2 -8 -30 f 5945
714 -9 0 f 5946
461 -10 -24 f 0
429 -9 -14 f 5948
3 -9 -30 f 5949
714 -10 0 f 5950
466 -13 -22 f 0
4 -9 -30 f 5952
433 -8 -16 f 5953
714 -6 0 n 5954
468 -10 -24 f 0
4 -9 -29 f 5956
434 -8 -15 f 5957
714 -10 0 n 5958
714 -3 -2 n 5959
714 -6 -1 n 5960
468 -10 -23 f 0
4 -9 -30 f 5962
435 -9 -15 f 5963
714 -7 0 n 5964
468 -10 -24 f 0
4 -9 -29 f 5966
436 -8 -14 f 5967
714 -11 0 n 5968
714 -3 -1 n 5969
468 -10 -23 f 0
437 -7 -14 n 5971
5 -7 -29 n 5972
714 -9 0 f 5973
473 -5 -22 n 0
438 -7 -15 n 5975
5 -7 -30 n 5976
714 -10 0 f 5977
473 -5 -23 n 0
439 -8 -14 n 5979
5 -7 -29 n 5980
714 -9 0 f 5981
473 -5 -22 n 0
440 -8 -15 n 5983
5 -7 -30 n 5984
714 -8 0 f 5985
473 -5 -23 n 0
433 -8 -16 n 5987
4 -8 -30 n 5988
714 -11 0 f 5989
468 -7 -24 n 0
434 -8 -15 n 5991
4 -8 -29 n 5992
714 -8 0 f 5993
714 -11 -1 f 5994
714 -13 -2 f 5995
468 -7 -23 n 0
435 -8 -16 n 5997
4 -8 -30 n 5998
714 -10 0 f 5999
468 -7 -24 n 0
436 -8 -14 n 6001
4 -8 -29 n 6002
714 -6 0 f 6003
714 -14 -1 f 6004
468 -7 -23 n 0
429 -8 -14 n 6006
3 -8 -30 n 6007
714 -12 0 f 6008
466 -4 -22 n 0
430 -9 -13 n 6010
3 -8 -29 n 6011
714 -13 0 f 6012
714 -6 0 f 6013
466 -4 -21 n 0
3 -8 -30 n 6015
714 -11 0 f 6016
431 -8 -14 n 6017
466 -4 -22 n 0
432 -8 -13 n 6019
3 -8 -29 n 6020
714 -13 0 f 6021
714 -6 0 f 6022
466 -4 -21 n 0
425 -8 -14 n 6024
2 -8 -29 n 6025
714 -11 0 f 6026
461 -7 -23 n 0
426 -8 -14 n 6028
2 -8 -28 n 6029
714 -13 0 f 6030
714 -7 0 f 6031
461 -7 -22 n 0
427 -8 -15 n 6033
2 -8 -29 n 6034
714 -11 0 f 6035
461 -7 -23 n 0
428 -8 -14 n 6037
2 -8 -28 n 6038
714 -11 0 f 6039
714 -8 -1 f 6040
461 -7 -22 n 0
421 -8 -15 n 6042
1 -8 -29 n 6043
714 -10 0 f 6044
460 -8 -22 n 0
422 -8 -16 n 6046
1 -8 -30 n 6047
714 -9 0 f 6048
460 -8 -23 n 0
423 -8 -15 n 6050
1 -8 -29 n 6051
714 -10 0 f 6052
460 -8 -22 n 0
424 -8 -16 n 6054
1 -8 -30 n 6055
714 -11 0 f 6056
460 -8 -23 n 0
425 -8 -14 f 6058
2 -8 -29 f 6059
714 -10 0 f 6060
461 -9 -23 f 0
426 -8 -14 f 6062
2 -8 -28 f 6063
714 -14 0 f 6064
714 -8 0 f 6065
461 -9 -22 f 0
427 -8 -15 f 6067
2 -8 -29 f 6068
714 -9 0 f 6069
461 -9 -23 f 0
428 -8 -14 f 6071
2 -8 -28 f 6072
714 -9 0 f 6073
714 -11 -1 f 6074
461 -9 -22 f 0
429 -8 -14 f 6076
3 -8 -30 f 6077
714 -9 0 f 6078
466 -12 -22 f 0
430 -8 -13 f 6080
3 -8 -29 f 6081
714 -14 0 f 6082
714 -8 0 f 6083
466 -12 -21 f 0
431 -8 -14 f 6085
3 -8 -30 f 6086
714 -10 0 f 6087
466 -12 -22 f 0
432 -8 -13 f 6089
3 -8 -29 f 6090
714 -7 0 f 6091
714 -14 0 f 6092
466 -12 -21 f 0
433 -8 -16 f 6094
4 -8 -30 f 6095
714 -9 0 f 6096
468 -9 -24 f 0
433 -8 -16 f 6098
4 -7 -30 f 6099
714 -9 0 f 6100
468 -8 -24 f 6101
724 -16 -17 f 0
438 -7 -15 n 6103
5 -7 -30 n 6104
714 -9 0 f 6105
473 -5 -23 n 0
438 -7 -15 n 6107
5 -7 -29 n 6108
714 -9 0 f 6109
473 -5 -22 n 6110
725 -7 -20 n 0
433 -7 -16 n 6112
4 -7 -30 n 6113
714 -9 0 f 6114
468 -6 -24 n 0
433 -7 -16 n 6116
4 -8 -30 n 6117
714 -9 0 f 6118
468 -7 -24 n 6119
724 1 -17 n 0
429 -7 -14 n 6121
3 -7 -30 n 6122
714 -9 0 f 6123
466 -3 -22 n 0
429 -7 -14 n 6125
3 -8 -30 n 6126
714 -9 0 f 6127
466 -4 -22 n 6128
723 6 -21 n 0
427 -8 -15 n 6130
2 -9 -30 n 6131
714 -9 0 f 6132
461 -7 -24 n 0
427 -8 -15 n 6134
2 -10 -30 n 6135
714 -9 0 f 6136
461 -8 -24 n 6137
722 1 -23 n 0
422 -9 -16 n 6139
1 -9 -30 n 6140
714 -9 0 f 6141
460 -9 -23 n 0
422 -9 -16 n 6143
714 -9 0 f 6144
738 -8 -27 n 6145
458 -9 -22 n 6146
1 -9 -29 n 0
427 -9 -15 f 6148
2 -8 -30 f 6149
714 -9 0 f 6150
461 -10 -24 f 0
427 -9 -15 f 6152
2 -7 -30 f 6153
714 -9 0 f 6154
461 -9 -24 f 6155
722 -18 -23 f 0
429 -9 -14 f 6157
3 -9 -30 f 6158
714 -10 0 f 6159
466 -13 -22 f 0
429 -9 -14 f 6161
3 -8 -30 f 6162
714 -10 0 f 6163
466 -12 -22 f 6164
723 -22 -21 f 0
4 -9 -30 f 6166
433 -8 -16 f 6167
714 -6 0 n 6168
468 -10 -24 f 0
4 -9 -29 f 6170
434 -8 -15 f 6171
714 -10 0 n 6172
714 -3 -2 n 6173
714 -6 -1 n 6174
468 -10 -23 f 0
4 -9 -30 f 6176
435 -9 -15 f 6177
714 -7 0 n 6178
468 -10 -24 f 6179
724 -18 -17 f 0
4 -9 -29 f 6181
436 -8 -14 f 6182
714 -11 0 n 6183
714 -3 -1 n 6184
468 -10 -23 f 0
437 -7 -14 n 6186
5 -7 -29 n 6187
714 -9 0 f 6188
473 -5 -22 n 0
438 -7 -15 n 6190
5 -7 -30 n 6191
714 -10 0 f 6192
473 -5 -23 n 0
439 -8 -14 n 6194
5 -7 -29 n 6195
714 -9 0 f 6196
473 -5 -22 n 6197
725 -8 -19 n 0
440 -8 -15 n 6199
5 -7 -30 n 6200
714 -8 0 f 6201
473 -5 -23 n 0
433 -8 -16 n 6203
4 -8 -30 n 6204
714 -11 0 f 6205
468 -7 -24 n 0
434 -8 -15 n 6207
4 -8 -29 n 6208
714 -8 0 f 6209
714 -11 -1 f 6210
714 -13 -2 f 6211
468 -7 -23 n 0
435 -8 -16 n 6213
4 -8 -30 n 6214
714 -10 0 f 6215
468 -7 -24 n 6216
724 0 -17 n 0
436 -8 -14 n 6218
4 -8 -29 n 6219
714 -6 0 f 6220
714 -14 -1 f 6221
468 -7 -23 n 0
429 -8 -14 n 6223
3 -8 -30 n 6224
714 -12 0 f 6225
466 -4 -22 n 0
430 -9 -13 n 6227
3 -8 -29 n 6228
714 -13 0 f 6229
714 -6 0 f 6230
466 -4 -21 n 0
3 -8 -30 n 6232
714 -11 0 f 6233
431 -8 -14 n 6234
466 -4 -22 n 6235
723 6 -21 n 0
432 -8 -13 n 6237
3 -8 -29 n 6238
714 -13 0 f 6239
714 -6 0 f 6240
466 -4 -21 n 0
425 -8 -14 n 6242
2 -8 -29 n 6243
714 -11 0 f 6244
461 -7 -23 n 0
426 -8 -14 n 6246
2 -8 -28 n 6247
714 -13 0 f 6248
714 -7 0 f 6249
461 -7 -22 n 0
427 -8 -15 n 6251
2 -8 -29 n 6252
714 -11 0 f 6253
461 -7 -23 n 6254
722 2 -22 n 0
428 -8 -14 n 6256
2 -8 -28 n 6257
714 -11 0 f 6258
714 -8 -1 f 6259
461 -7 -22 n 0
421 -8 -15 n 6261
1 -8 -29 n 6262
714 -10 0 f 6263
460 -8 -22 n 0
422 -8 -16 n 6265
1 -8 -30 n 6266
714 -9 0 f 6267
460 -8 -23 n 0
423 -8 -15 n 6269
714 -10 0 f 6270
725 -11 -25 n 6271
460 -8 -22 n 6272
1 -8 -29 n 0
424 -8 -16 n 6274
1 -8 -30 n 6275
714 -11 0 f 6276
460 -8 -23 n 0
425 -8 -14 f 6278
2 -8 -29 f 6279
714 -10 0 f 6280
461 -9 -23 f 0
426 -8 -14 f 6282
2 -8 -28 f 6283
714 -14 0 f 6284
714 -8 0 f 6285
461 -9 -22 f 0
427 -8 -15 f 6287
2 -8 -29 f 6288
714 -9 0 f 6289
461 -9 -23 f 6290
722 -18 -22 f 0
428 -8 -14 f 6292
2 -8 -28 f 6293
714 -9 0 f 6294
714 -11 -1 f 6295
461 -9 -22 f 0
429 -8 -14 f 6297
3 -8 -30 f 6298
714 -9 0 f 6299
466 -12 -22 f 0
430 -8 -13 f 6301
3 -8 -29 f 6302
714 -14 0 f 6303
714 -8 0 f 6304
466 -12 -21 f 0
431 -8 -14 f 6306
3 -8 -30 f 6307
714 -10 0 f 6308
466 -12 -22 f 6309
723 -22 -21 f 0
432 -8 -13 f 6311
3 -8 -29 f 6312
714 -7 0 f 6313
714 -14 0 f 6314
466 -12 -21 f 0
717 -8 -13 n 6316
715 -7 -20 n 6317
7 -5 -23 n 6318
714 -1 0 n 6319
714 -4 0 n 0
718 -3 -11 n 6321
716 -6 -13 n 6322
7 -5 -15 n 6323
714 -6 0 n 6324
714 0 0 n 6325
714 -1 -1 n 6326
714 -5 -1 n 0
690 -8 -14 n 6328
600 -8 -22 n 6329
8 -7 -22 n 6330
714 -5 0 n 6331
714 -7 1 n 0
714 -5 -1 n 6333
714 -7 0 n 6334
690 -8 -15 n 6335
600 -8 -23 n 6336
8 -7 -23 n 0
689 -8 -14 f 6338
689 -8 -14 f 6339
6 -9 -22 f 6340
599 -9 -20 f 6341
714 -11 0 f 0
689 -9 -14 f 6343
714 -13 0 f 6344
6 -10 -22 f 6345
